"id"	"name"	"country"	"state"	"city"	"address"	"longitude"	"latitude"	"source"	"type"	"long.qry"	"lat.qry"	"address.qry"
"5355"	NA	"University of Helsinki"	"Finland"	""	"FIN-00014 University of Helsinki"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	24.938379	60.1698557	"Helsinki, Finland"
"5356"	NA	"Instituto Superior Pedagogico de Pinar del Rio"	"Cuba"	""	"Pinar del Río"	"Calle Los Pinos y Borrego.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-83.6880257	22.4133651	"Pinar del Río, Cuba"
"5357"	NA	"Portland State University"	"USA"	"Oregon"	"Portland"	"405 Science Building 1. For package delivery: 1719 SW 10th, Science Building 2, Room 246, Portland, Oregon 97201.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-122.6885447	45.513099	"Portland State University Community Garden, SW 12th Ave, Portland, OR 97201, USA"
"5358"	NA	"High Point University"	"USA"	"North Carolina"	"High Point"	"Haworth Hall of Science.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.2204678	28.5646327	"High Point Blvd, Orlando, FL 32825, USA"
"5359"	NA	"Pontificia Universidad Javeriana"	"Colombia"	"D.C."	"Santafé de Bogotá"	"Carrera 7a, No. 43-82, Edificio No. 53, Of. 206b.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5360"	NA	"Universidad Pedagogico Felix Varela,"	"Cuba"	"Villa Clara"	"Santa Clara 50100"	"Circunvalación y Carretera de Malezas.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5361"	NA	"Muzeum Vychodnich Cech"	"Czech Republic"	""	"500 01 Hradec Králové 1"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	17.5343343	49.4290545	"751 15 Cechy, Czech Republic"
"5362"	NA	"IBGE"	"Brazil"	"Bahia"	"41253-190  Salvador"	"Fundação Instituto Brasileiro de Geografia e Estatística (IBGE).  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-45.728167	-23.1881621	"Praça Março Ibge, Caçapava - SP, Brazil"
"5363"	NA	"Universidade Estadual Paulista"	"Brazil"	"São Paulo"	"13506-900 Rio Claro"	"Avenida 24A, 1515 Bairro Bela Vista.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-34.8209559	-7.9184546	"Paulista - Navarro, Paulista - PE, Brazil"
"5364"	NA	"Universidade do Estado do Rio de Janeiro"	"Brazil"	"Rio de Janeiro"	"20550-013 Rio de Janeiro"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-43.2258954	-22.8626877	"Cidade Universitária, Rio de Janeiro - State of Rio de Janeiro, Brazil"
"5365"	NA	"Universidad Nacional de La Patagonia"	"Argentina"	"Chubut"	"9000 Comodoro Rivadavia"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5366"	NA	"Universidad Mayor Real y Pontificia de San Francisco Xavier de Chuquisaca"	"Bolivia"	""	"Sucre"	"Plaza 25 de Mayo No. 23.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5367"	NA	"Shahid Beheshti University"	"Iran"	""	"Tehran"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	51.4153544	35.7176988	"Tehran Province, Tehran, 4th St, Imam Ali residency of Shahid Beheshti University of Medical Science, Iran"
"5368"	NA	"University of Helsinki"	"Finland"	""	"SF-00170 Helsinki"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	24.938379	60.1698557	"Helsinki, Finland"
"5369"	NA	"Shanxi Institute of Biology"	"China"	"Shanxi"	"Taiyuan 030006"	"Wucheng Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5370"	NA	"Christ s Hospital"	"United Kingdom"	"England"	"Horsham, West Sussex"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.3623769	51.0461792	"Christs Hospital, Horsham RH13, UK"
"5371"	NA	"East China Normal University"	"China"	"Shanghai"	"Shanghai 200062"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	121.4094554	31.2272891	"Hua Dong Shi Fan Da Xue Ti Yu Guan, HuaShiDa, Putuo Qu, Shanghai Shi, China, 200062"
"5372"	NA	"Research Centre of quot;La Orden-Valdesequeraquot;"	"Spain"	"Badajoz"	"06080 Badajoz"	"Forest Production Department, S.I.D.T. Extremadura, Finca La Orden, Guadajira, Badajoz.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5373"	NA	"Hardin-Simmons University"	"USA"	"Texas"	"Abilene"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5374"	NA	"Station of Nature Research and Environmental Education"	"Lithuania"	""	"LT-68288 Marijampole"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5375"	NA	"Hangzhou Normal College"	"China"	"Zhejiang"	"Hangzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.140337	30.281578	"Zhejiang Normal University Hangzhou Childhood Education Normal College Students' Apartment Girls' Dormitory, Bao Chu Bei Lu, WenSanLu DianZi XinXi JieQu, Xihu Qu, Hangzhou Shi, Zhejiang Sheng, China, 310000"
"5376"	NA	"College Natural History Society"	"United Kingdom"	"England"	"Hertford, Hertfordshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5377"	NA	"Queen Ethelburga s School"	"United Kingdom"	"England"	"Harrogate, North Yorkshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5378"	NA	"Norris Museum and Library"	"United Kingdom"	"England"	"Huntingdon, Cambridgeshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5379"	NA	"Universidad Nacional Agraria de la Selva"	"Peru"	""	"Tingo María"	"Avenida Enrique Pimentel, Km 1½.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5380"	NA	"Hitchin Museum"	"United Kingdom"	"England"	"Hitchin, Hertfordshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.1985891	51.9015945	"Stevenage Museum, St. Georges Way, Stevenage SG1 1XX, UK"
"5381"	NA	"Universidade Federal do Tocantins"	"Brazil"	"Tocantins"	"77500-000 Porto Nacional"	"Rua 3, Quadra 17, s/n Jardim dos Ipês.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-48.2982474	-10.17528	"State of Tocantins, Brazil"
"5382"	NA	"Tennessee Technological University"	"USA"	"Tennessee"	"Cookeville"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-85.51262	36.1748271	"Tech Village, 900 Laurel Ave, Cookeville, TN 38501, USA"
"5383"	NA	"University of Taiz"	"Yemen"	""	"Taiz"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5384"	NA	"Universidad Nacional de la Patagonia San Juan Bosco"	"Argentina"	"Chubut"	"9100 Trelew"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5385"	NA	"University of Zhejiang"	"China"	"Zhejiang"	"Hangzhou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.1689207	30.2929634	"Zhe Jiang Gong Ye Da Xue, Xiacheng Qu, Hangzhou Shi, Zhejiang Sheng, China, 310000"
"5386"	NA	"Universidad de Antioquia"	"Colombia"	"Antioquia"	"Medellín"	"Ciudad Universitaria, Calle 67, No. 53 108, 2-411.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-75.5676803	6.2638753	"Universidad de Antioquia, Medellín, Antioquia, Colombia"
"5387"	NA	"Universidad Autonoma de Aquascalientes"	"Mexico"	"Aguascalientes"	"20100 Aguascalientes"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-102.3163244	21.914165	"Universidad Autónoma de Aguascalientes, 20130 Aguascalientes, Ags., Mexico"
"5388"	NA	"Universidad de Almeria"	"Spain"	""	"E-04120 Almería"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.453748	36.8421601	"Calle Universidad de Texas, 04005 Almería, Spain"
"5389"	NA	"Universidad Autonoma de Puebla, Ciudad Universitaria"	"Mexico"	"Puebla"	"72590 Puebla"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-98.204741	19.0058033	"Av Universidad Autónoma de Puebla, Cd Universitaria, Cdad. Universitaria, 72592 Puebla, Pue., Mexico"
"5390"	NA	"Universidad de la Amazonia"	"Colombia"	"Caquetá"	"Florencia"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-75.603747	1.62037	"Canchas Sintéticas Universidad De La Amazonia, Cra. 4 #1489, Florencia, Caquetá, Colombia"
"5391"	NA	"Hacettepe University"	"Turkey"	""	"06532 Beytepe-Ankara"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5392"	NA	"Golden West College"	"USA"	"California"	"Huntington Beach"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-121.3913253	38.556232	"College / Glen, Sacramento, CA 95826, USA"
"5393"	NA	"Universita degli Studi di Bologna"	"Italy"	""	"40127  Bologna"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.3538737	44.4993272	"Universita' degli studi di Bologna, Dipartimento di biochimica, Via Irnerio, 46, 40126 Bologna, Italy"
"5394"	NA	"Universidad de Cordoba"	"Colombia"	"Córdoba"	"Montería"	"Km. 3, via Cereté.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-74.88475	9.52846	"Jardín Botánico de la Universidad Nacional de Colombia en la Isla de San Andrés, San Andrés, Córdoba, Bolívar, Colombia"
"5395"	NA	"Hunan College of Traditional Chinese Medicine"	"China"	"Hunan"	"Changsha"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	112.9979411	28.1618843	"Hu Nan Zhong Yi Xue Yuan Ti Yu Gong Zuo Bu, Yuhua Qu, Changsha Shi, Hunan Sheng, China, 410007"
"5396"	NA	"Pontifica Universidade Catolica do Parana"	"Brazil"	"Paraná"	"Curitiba"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-52.0215415	-25.2520888	"State of Paraná, Brazil"
"5397"	NA	"Howard University"	"USA"	"District of Columbia"	"Washington"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.0204624	38.9212171	"Howard University, Washington, DC, USA"
"5398"	NA	"Hunan Education College"	"China"	"Hunan"	"Changsha"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	112.9400901	28.2203238	"Zhong Nan Da Xue Guo Ji Jiao Yu Xue Yuan, Yuelu Qu, Changsha Shi, Hunan Sheng, China, 410013"
"5399"	NA	"Hacettepe Universitesi"	"Turkey"	""	"TR-06100 Ankara"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	32.8655207	39.9302638	"Hacettepe, Hacettepe Ünv., 06230 Altindag/Ankara, Turkey"
"5400"	NA	"Universidade Estadual de Feira de Santana"	"Brazil"	"Bahia"	"44031-460 Feira de Santana"	"About 3 KM north of Feira de Santana on the road to Juazeiro.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-38.9711182	-12.2000088	"Praça do Borogodó - Novo Horizonte, Feira de Santana - BA, Brazil"
"5401"	NA	"Universidade Estadual de Goias"	"Brazil"	"Goiás"	"Anápolis"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-49.2801883	-18.3987419	"Lago UEG.Universidade Estadual De Goias - Av. Modesto de Carvalho, 3902-3964 - Conj. Hab. Dionaria Rocha, Itumbiara - GO, Brazil"
"5402"	NA	"Universidade Estadual de Maringa"	"Brazil"	"Paraná"	"87020-900 Maringá"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-51.9349122	-23.4073699	"Diretoria de Cultura da UEM - Vila Esperanca, Maringá - PR, Brazil"
"5403"	NA	"Universidade Estadual do Sudoeste da Bahia-Vitoria da Conquista"	"Brazil"	"Bahia"	"CEP 45100-000 - VITÓRIA DA CONQUISTA"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-40.8445346	-14.8619237	"Vitória da Conquista, BA, Brazil"
"5404"	NA	"Hunan Forestry School"	"China"	"Hunan"	"Hengyang"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	112.9971732	28.1344913	"Zhong Nan Lin Ye Ke Ji Da Xue Fa Xue Yuan, Tianxin Qu, Changsha Shi, Hunan Sheng, China, 410004"
"5405"	NA	"Universidade Federal de Uberlandia"	"Brazil"	"Minas Gerais"	"38400-902 Uberlândia"	"Campus Umuarama, Bloco 2D.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-48.2580759	-18.916396	"Universidade Federal de Uberlândia - Av. Segismundo Pereira, 2121 - Santa Mônica, Uberlândia - MG, 38400-902, Brazil"
"5406"	NA	"Hunan Forestry Institute"	"China"	"Hunan"	"Changsha"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	112.9967776	28.1354464	"Zhong Nan Lin Ye Ke Ji Da Xue Shi Pin Ke Xue Yu Gong Cheng Xue Yuan, Tianxin Qu, Changsha Shi, Hunan Sheng, China, 410000"
"5407"	NA	"Hebrew University"	"Israel"	""	"Jerusalem 91904"	"Berman Building, Givat Ram Campus.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	35.196198	31.779193	"Hebrew University, Edmond J. Safra Campus. Safra / Wise Auditorium, Jerusalem"
"5408"	NA	"Fine Arts Museum"	"United Kingdom"	"England"	"Hull, Humberside"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5409"	NA	"Universidad Nacional Autonoma de Nicaragua"	"Nicaragua"	""	"León"	"Porton principal del Campus Medicus 1 cuadra al este.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.2727935	12.114403	"Pista de La Unan, Managua, Nicaragua"
"5410"	NA	"Universidade de Mogi das Cruzes"	"Brazil"	"São Paulo"	"08780-911 Mogi das Cruzes"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-46.1873873	-23.5155325	"Acesso para Av Francisco Rodrigues Filho, Mogi das Cruzes - SP, Brazil"
"5411"	NA	"Universidad Autonoma del Estado de Morelos"	"Mexico"	"Morelos"	"62210 Cuernavaca"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-99.2356048	18.9821425	"Universidad Autonoma del Estado de Morelos, Cuernavaca, Mor., Mexico"
"5412"	NA	"Muzeum v Humpolci"	"Czech Republic"	""	"Humpolec"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	15.3593232	49.5415238	"396 01 Humpolec, Czech Republic"
"5413"	NA	"Universidade do Estado da Bahia"	"Brazil"	"Bahia"	"Alagoinhas"	"Rodovia Alagoinhas/Salvador, BR 101, Km 03  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-40.7867889	-14.8840444	"Universidade, Vitória da Conquista - BA, Brazil"
"5414"	NA	"Hazara University"	"Pakistan"	"Mansehra"	"Dhodial"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	73.246901	34.4235493	"Hazara University, Dhodial, Pakistan"
"5415"	NA	"State University of Ponta Grossa"	"Brazil"	"Paraná"	"84001-970 Ponta Grossa"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-50.1583223	-25.0994246	"Ponta Grossa, PR, Brazil"
"5416"	NA	"Universidad del Quindio"	"Colombia"	"Quindío"	"Armenia"	"Avenida Bolívar, calle 12N.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-75.667356	4.4610191	"Quindio, Colombia"
"5417"	NA	"Universidade Federal do Reconcavo da Bahia"	"Brazil"	"Bahia"	"Bahia"	"Rua Rui Barbosa, 710, Centro, Cruz das Almas, CCAAB, UFRB  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-41.7007272	-12.579738	"State of Bahia, Brazil"
"5418"	NA	"Universidade do Rio Grande (FURG)"	"Brazil"	"Rio Grande do Sul"	"96201-900 Rio Grande"	"Avenida Itália, Km 8, Campus Carreiros.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5419"	NA	"Siauliai University"	"Lithuania"	""	"77156 Siauliai"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5420"	NA	"Universidad Nacional de San Agustin de Arequipa"	"Peru"	""	"Casilla Postal 2775, Avenida Daniel Alcides Carrión, La Pampilla"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.537451	-16.4090474	"Arequipa, Peru"
"5421"	NA	"Universidade Santa Cecilia - UNISANTA"	"Brazil"	"São Paulo"	"Santos"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5422"	NA	"Hunan University of Science and Technology"	"China"	"Hunan Province"	"Xiangtan City 411201"	"Yuhu District  "	NA	NA	"grbioorg"	"biodiversityinstitution"	112.9785803	28.1530379	"Chang Sha Li Gong Da Xue Ti Yu Guan, Tianxin Qu, Changsha Shi, Hunan Sheng, China, 410015"
"5423"	NA	"Universidad Nacional de La Libertad-Trujillo"	"Peru"	""	"Trujillo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-79.0383735	-8.1142716	"University National of Trujillo, Trujillo, Peru"
"5424"	NA	"Hainan University"	"China"	"Hainan"	"Haikou"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	110.3383983	20.0592658	"Hai Nan Da Xue, Meilan Qu, Haikou Shi, Hainan Sheng, China, 570000"
"5425"	NA	"Hunan Academy of Traditional Chinese Medicine and Pharmacy"	"China"	"Hunan"	"Changsha"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5426"	NA	"Universidad Tecnica Particular De Loja (UTPL)"	"Ecuador"	""	"11-01-608  Loja"	"Paris Street, San Cayetano Bajo  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5427"	NA	"Universidade Estadual Vale do Acarau"	"Brazil"	"CEARÁ"	"62040-370 Sobral"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-40.1186635	-2.8880609	"Acaraú - Santa Maria, Acaraú - CE, Brazil"
"5428"	NA	"Universidade Federal do Vale do Sao Francisco"	"Brazil"	"Pernambuco"	"56300-990, CP 252, Petrolina"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-67.83292	-9.9256603	"R. São Francisco, Rio Branco - AC, Brazil"
"5429"	NA	"Universidade de Tras-os-Montes e Alto Douro"	"Portugal"	""	"P-5001-801 Vila Real"	"Quinta de Prados, Geociências.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-7.7375157	41.289994	"Jardim Botânico da Universidade de Trás-os-Montes e Alto Douro, Av. da Universidade, 5001-801 Vila Real, Portugal"
"5430"	NA	"Southwest Agricultural University"	"China"	"Chongqing"	"Chongqing 630716"	"Tian-Sheng Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	115.4903605	38.8509543	"He Bei Nong Ye Da Xue, Nanshi Qu, Baoding Shi, Hebei Sheng, China, 071100"
"5431"	NA	"Harrow School"	"United Kingdom"	"England"	"Harrow-on-the-Hill, Middlesex HA1"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5432"	NA	"Benedictine College"	"USA"	"Kansas"	"Atchison"	"1020 North Second Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-88.0944016	41.7765971	"Benedictine University & College, Lisle, IL 60532, USA"
"5433"	NA	"Hollinwood Botanists and Field Naturalists Society"	"United Kingdom"	"England"	"Hollinwood, Lancashire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5434"	NA	"Fundacao CETEC"	"Brazil"	"Minas Gerais"	"31170-000 Belo Horizonte"	"Fundação Centro Tecnológico de Minas Gerais, Avenida José Cândido da Silveira 2000 - Horto.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5435"	NA	"Hendrix College"	"USA"	"Arkansas"	"Conway"	"1600 Washington AVe.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.1230413	40.9118717	"Hendrix College, Stony Brook, NY 11790, USA"
"5436"	NA	"Osmania University"	"India"	"Andhra Pradesh"	"Hyderabad 500 007"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	78.5273363	17.4180039	"Osmania University, Amberpet, Hyderabad, Telangana, India"
"5437"	NA	"Heywood and District Botanical Society"	"United Kingdom"	"England"	"Heywood, Greater Manchester"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5438"	NA	"Museum of Nature and Human Activities"	"Japan"	""	"Sanda"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5439"	NA	"Hanzhong Teachers College"	"China"	"Shaanxi"	"Hanzhong"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	114.2964891	30.5867382	"Wu Han Shi Jiang An Qu Jiao Shi Jin Xiu Xue Xiao, Jiangan Qu, Wuhan Shi, Hubei Sheng, China, 430000"
"5440"	NA	"Zhejiang University"	"China"	"Zhejiang"	"Hangzhou 310058"	"268 Kaixuan Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.1689207	30.2929634	"Zhe Jiang Gong Ye Da Xue, Xiacheng Qu, Hangzhou Shi, Zhejiang Sheng, China, 310000"
"5441"	NA	"quot;Alexandru Ioan Cuzaquot; University"	"Romania"	""	"Iasi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5442"	NA	"University of Iowa"	"USA"	"Iowa"	"Iowa City"	"Market Street, Chemistry Building.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-117.3398859	33.9790905	"Iowa Ave, Riverside, CA 92507, USA"
"5443"	NA	"Direccion Nacional del Antartico"	"Argentina"	"Buenos Aires"	"Buenos Aires"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5444"	NA	"Al-Bayt University"	"Jordan"	"Amman"	"Al-Mafraq"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5445"	NA	"Instituto Agronomico de Campinas"	"Brazil"	"São Paulo"	"13001-970 Campinas"	"Avenida Barão de Itapura 1481.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-47.0626332	-22.9099384	"Campinas, State of São Paulo, Brazil"
"5446"	NA	"Instituto Agronomico"	"Brazil"	"São Paulo"	"13020-902 Campinas"	"Avenida Barão de Itapura 1481.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5447"	NA	"Botanical Garden quot;Anastasie Fatuquot; of Iasi"	"Romania"	""	"Iasi"	"Str. Dumbrava Rosie 9.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	27.6014418	47.1584549	"Ia<U+0219>i, Romania"
"5448"	NA	"EMBRAPA"	"Brazil"	"Bahia"	"44380-000 Cruz das Almas"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-39.1530671	-3.4658658	"Embrapa, Paraipaba - CE, Brazil"
"5449"	NA	"Embrapa Amazonia Oriental"	"Brazil"	"Pará"	"66095-100 Belém"	"Travessa Dr. Enéas Pinheiro, Bairro do Marco.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5450"	NA	"Universitatea Agronomica"	"Romania"	""	"6600 Iasi 6"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5451"	NA	"Islamic Azad University Garmsar"	"Iran"	"Semnan"	"Garmsar"	"Daneshjoo Ave.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	52.329411	35.2030956	"Garmsar, Semnan Province, Iran"
"5452"	NA	"Islamic Azad University"	"Iran"	""	"Tehran"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	51.4178543	35.7630594	"Tehran Province, Tehran, District 3, W Qobadiyan St, Islamic Azad University Buildings, Iran"
"5453"	NA	"Islamic Azad University of Mashhad"	"Iran"	"Khorasan"	"Mashhad"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	59.6167549	36.2604623	"Mashhad, Razavi Khorasan Province, Iran"
"5454"	NA	"Islamica Azad University, North Tehran Branch"	""	""	"Tehran"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5455"	NA	"Institut Agronomique et Veterinaire Hassan II"	"Morocco"	""	"Rabat"	"Avenue Allal Fassi, Madinat Al Irfane.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5456"	NA	"Universitat Innsbruck"	"Austria"	"Tyrol"	"Innsbruck"	"For fungi: Institute für Mikrobiologie, Technikerstrasse 25 For phan and crypt: Institut für Botanik, Universität Innsbruck, Sternwartestrasse 15 "	NA	NA	"grbioorg"	"biodiversityinstitution"	11.4248527	47.2672538	"UA LW011 Atrium Gebaude, Langer Weg 11, 6020 Innsbruck, Austria"
"5457"	NA	"Instituto Asturiano de Taxonomia y Ecologia Vegetal"	"Spain"	""	"E-33120 Pravia"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5458"	NA	"Ibaraki University"	"Japan"	""	"Mito, Ibaraki"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	140.4467935	36.3418112	"Ibaraki Prefecture, Japan"
"5459"	NA	"Institute for Botanical Exploration"	"USA"	"Mississippi"	"University"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5460"	NA	"Tiroler Landesmuseum Ferdinandeum"	"Austria"	""	"A-6020 Innsbruck"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5461"	NA	"Reserva Ecologica do IBGE"	"Brazil"	"Distrito Federal"	"72312-970 Brasília"	"Instituto Brasileiro de Geografia e Estatística - Reserva Ecológica do IBGE, BR 251 (Rodovia Brasília-Unaí), Km 0.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5462"	NA	"Instituto Biologico"	"Brazil"	"São Paulo"	"04014-970 São Paulo"	"Avenida Conselheiro Rodrigues Alves 1252, Vila Mariana.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"5463"	NA	"Institutul Agronomic"	"Romania"	""	"6600 Iasi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	26.0721862	44.4721546	"Institutul Agronomic, Bucure<U+0219>ti, Romania"
